time,Latitude,longitude,Voltage1,Voltage2,Voltage3,heading,yaw,pitch,row
0,0.0,2735.0,4834.0,13.5,13.5,13.5,0.0
1,0.01,2735.0001,4834.0001,13.5,13.5,13.5,-0.012
2,0.02,2735.0002,4834.0002,13.5,13.5,13.5,-0.024
3,0.03,2735.0003,4834.0003,13.5,13.5,13.5,-0.036
4,0.04,2735.0004,4834.0004,13.499,13.499,13.499,-0.048
5,0.05,2735.0005,4834.0005,13.499,13.499,13.499,-0.06
6,0.06,2735.0006,4834.0006,13.499,13.499,13.499,-0.072
7,0.07,2735.0007,4834.0007,13.499,13.499,13.499,-0.084
8,0.08,2735.0008,4834.0008,13.499,13.499,13.499,-0.096
9,0.09,2735.0009,4834.0009,13.499,13.499,13.499,-0.108
10,0.1,2735.001,4834.001,13.499,13.499,13.499,-0.12
11,0.11,2735.0011,4834.0011,13.499,13.499,13.499,-0.132
12,0.12,2735.0012,4834.0012,13.498,13.498,13.498,-0.144
13,0.13,2735.0013,4834.0013,13.498,13.498,13.498,-0.156
14,0.14,2735.0014,4834.0014,13.498,13.498,13.498,-0.168
15,0.15,2735.0015,4834.0015,13.498,13.498,13.498,-0.18
16,0.16,2735.0016,4834.0016,13.498,13.498,13.498,-0.192
17,0.17,2735.0017,4834.0017,13.498,13.498,13.498,-0.204
18,0.18,2735.0018,4834.0018,13.498,13.498,13.498,-0.216
19,0.19,2735.0019,4834.0019,13.497,13.497,13.497,-0.228
20,0.2,2735.002,4834.002,13.497,13.497,13.497,-0.24
21,0.21,2735.0021,4834.0021,13.497,13.497,13.497,-0.252
22,0.22,2735.0022,4834.0022,13.497,13.497,13.497,-0.264
23,0.23,2735.0023,4834.0023,13.497,13.497,13.497,-0.276
24,0.24,2735.0024,4834.0024,13.497,13.497,13.497,-0.288
25,0.25,2735.0025,4834.0025,13.497,13.497,13.497,-0.3
26,0.26,2735.0026,4834.0026,13.497,13.497,13.497,-0.312
27,0.27,2735.0027,4834.0027,13.496,13.496,13.496,-0.324
28,0.28,2735.0028,4834.0028,13.496,13.496,13.496,-0.336
29,0.29,2735.0029,4834.0029,13.496,13.496,13.496,-0.348
30,0.3,2735.003,4834.003,13.496,13.496,13.496,-0.36
31,0.31,2735.0031,4834.0031,13.496,13.496,13.496,-0.372
32,0.32,2735.0032,4834.0032,13.496,13.496,13.496,-0.384
33,0.33,2735.0033,4834.0033,13.496,13.496,13.496,-0.396
34,0.34,2735.0034,4834.0034,13.495,13.495,13.495,-0.408
35,0.35,2735.0035,4834.0035,13.495,13.495,13.495,-0.42
36,0.36,2735.0036,4834.0036,13.495,13.495,13.495,-0.432
37,0.37,2735.0037,4834.0037,13.495,13.495,13.495,-0.444
38,0.38,2735.0038,4834.0038,13.495,13.495,13.495,-0.456
39,0.39,2735.0039,4834.0039,13.495,13.495,13.495,-0.468
40,0.4,2735.004,4834.004,13.495,13.495,13.495,-0.48
41,0.41,2735.0041,4834.0041,13.495,13.495,13.495,-0.492
42,0.42,2735.0042,4834.0042,13.494,13.494,13.494,-0.504
43,0.43,2735.0043,4834.0043,13.494,13.494,13.494,-0.516
44,0.44,2735.0044,4834.0044,13.494,13.494,13.494,-0.528
45,0.45,2735.0045,4834.0045,13.494,13.494,13.494,-0.54
46,0.46,2735.0046,4834.0046,13.494,13.494,13.494,-0.552
47,0.47,2735.0047,4834.0047,13.494,13.494,13.494,-0.564
48,0.48,2735.0048,4834.0048,13.494,13.494,13.494,-0.576
49,0.49,2735.0049,4834.0049,13.493,13.493,13.493,-0.588
50,0.5,2735.005,4834.005,13.493,13.493,13.493,-0.6
51,0.51,2735.0051,4834.0051,13.493,13.493,13.493,-0.612
52,0.52,2735.0052,4834.0052,13.493,13.493,13.493,-0.624
53,0.53,2735.0053,4834.0053,13.493,13.493,13.493,-0.636
54,0.54,2735.0054,4834.0054,13.493,13.493,13.493,-0.648
55,0.55,2735.0055,4834.0055,13.493,13.493,13.493,-0.66
56,0.56,2735.0056,4834.0056,13.493,13.493,13.493,-0.672
57,0.57,2735.0057,4834.0057,13.492,13.492,13.492,-0.684
58,0.58,2735.0058,4834.0058,13.492,13.492,13.492,-0.696
59,0.59,2735.0059,4834.0059,13.492,13.492,13.492,-0.708
60,0.6,2735.006,4834.006,13.492,13.492,13.492,-0.72
61,0.61,2735.0061,4834.0061,13.492,13.492,13.492,-0.732
62,0.62,2735.0062,4834.0062,13.492,13.492,13.492,-0.744
63,0.63,2735.0063,4834.0063,13.492,13.492,13.492,-0.756
64,0.64,2735.0064,4834.0064,13.491,13.491,13.491,-0.768
65,0.65,2735.0065,4834.0065,13.491,13.491,13.491,-0.78
66,0.66,2735.0066,4834.0066,13.491,13.491,13.491,-0.792
67,0.67,2735.0067,4834.0067,13.491,13.491,13.491,-0.804
68,0.68,2735.0068,4834.0068,13.491,13.491,13.491,-0.816
69,0.69,2735.0069,4834.0069,13.491,13.491,13.491,-0.828
70,0.7,2735.007,4834.007,13.491,13.491,13.491,-0.84
71,0.71,2735.0071,4834.0071,13.491,13.491,13.491,-0.852
72,0.72,2735.0072,4834.0072,13.49,13.49,13.49,-0.864
73,0.73,2735.0073,4834.0073,13.49,13.49,13.49,-0.876
74,0.74,2735.0074,4834.0074,13.49,13.49,13.49,-0.888
75,0.75,2735.0075,4834.0075,13.49,13.49,13.49,-0.9
76,0.76,2735.0076,4834.0076,13.49,13.49,13.49,-0.912
77,0.77,2735.0077,4834.0077,13.49,13.49,13.49,-0.924
78,0.78,2735.0078,4834.0078,13.49,13.49,13.49,-0.936
79,0.79,2735.0079,4834.0079,13.489,13.489,13.489,-0.948
80,0.8,2735.008,4834.008,13.489,13.489,13.489,-0.96
81,0.81,2735.0081,4834.0081,13.489,13.489,13.489,-0.972
82,0.82,2735.0082,4834.0082,13.489,13.489,13.489,-0.984
83,0.83,2735.0083,4834.0083,13.489,13.489,13.489,-0.996
84,0.84,2735.0084,4834.0084,13.489,13.489,13.489,-1.008
85,0.85,2735.0085,4834.0085,13.489,13.489,13.489,-1.02
86,0.86,2735.0086,4834.0086,13.489,13.489,13.489,-1.032
87,0.87,2735.0087,4834.0087,13.488,13.488,13.488,-1.044
88,0.88,2735.0088,4834.0088,13.488,13.488,13.488,-1.056
89,0.89,2735.0089,4834.0089,13.488,13.488,13.488,-1.068
90,0.9,2735.009,4834.009,13.488,13.488,13.488,-1.08
91,0.91,2735.0091,4834.0091,13.488,13.488,13.488,-1.092
92,0.92,2735.0092,4834.0092,13.488,13.488,13.488,-1.104
93,0.93,2735.0093,4834.0093,13.488,13.488,13.488,-1.116
94,0.94,2735.0094,4834.0094,13.487,13.487,13.487,-1.128
95,0.95,2735.0095,4834.0095,13.487,13.487,13.487,-1.14
96,0.96,2735.0096,4834.0096,13.487,13.487,13.487,-1.152
97,0.97,2735.0097,4834.0097,13.487,13.487,13.487,-1.164
98,0.98,2735.0098,4834.0098,13.487,13.487,13.487,-1.176
99,0.99,2735.0099,4834.0099,13.487,13.487,13.487,-1.188
100,1.0,2735.01,4834.01,13.487,13.487,13.487,-1.2
101,1.01,2735.0101,4834.0101,13.487,13.487,13.487,-1.212
102,1.02,2735.0102,4834.0102,13.486,13.486,13.486,-1.224
103,1.03,2735.0103,4834.0103,13.486,13.486,13.486,-1.236
104,1.04,2735.0104,4834.0104,13.486,13.486,13.486,-1.248
105,1.05,2735.0105,4834.0105,13.486,13.486,13.486,-1.26
106,1.06,2735.0106,4834.0106,13.486,13.486,13.486,-1.272
107,1.07,2735.0107,4834.0107,13.486,13.486,13.486,-1.284
108,1.08,2735.0108,4834.0108,13.486,13.486,13.486,-1.296
109,1.09,2735.0109,4834.0109,13.485,13.485,13.485,-1.308
110,1.1,2735.011,4834.011,13.485,13.485,13.485,-1.32
111,1.11,2735.0111,4834.0111,13.485,13.485,13.485,-1.332
112,1.12,2735.0112,4834.0112,13.485,13.485,13.485,-1.344
113,1.13,2735.0113,4834.0113,13.485,13.485,13.485,-1.356
114,1.14,2735.0114,4834.0114,13.485,13.485,13.485,-1.368
115,1.15,2735.0115,4834.0115,13.485,13.485,13.485,-1.38
116,1.16,2735.0116,4834.0116,13.485,13.485,13.485,-1.392
117,1.17,2735.0117,4834.0117,13.484,13.484,13.484,-1.404
118,1.18,2735.0118,4834.0118,13.484,13.484,13.484,-1.416
119,1.19,2735.0119,4834.0119,13.484,13.484,13.484,-1.428
120,1.2,2735.012,4834.012,13.484,13.484,13.484,-1.44
121,1.21,2735.0121,4834.0121,13.484,13.484,13.484,-1.452
122,1.22,2735.0122,4834.0122,13.484,13.484,13.484,-1.464
123,1.23,2735.0123,4834.0123,13.484,13.484,13.484,-1.476
124,1.24,2735.0124,4834.0124,13.483,13.483,13.483,-1.488
125,1.25,2735.0125,4834.0125,13.483,13.483,13.483,-1.5
126,1.26,2735.0126,4834.0126,13.483,13.483,13.483,-1.512
127,1.27,2735.0127,4834.0127,13.483,13.483,13.483,-1.524
128,1.28,2735.0128,4834.0128,13.483,13.483,13.483,-1.536
129,1.29,2735.0129,4834.0129,13.483,13.483,13.483,-1.548
130,1.3,2735.013,4834.013,13.483,13.483,13.483,-1.56
131,1.31,2735.0131,4834.0131,13.483,13.483,13.483,-1.572
132,1.32,2735.0132,4834.0132,13.482,13.482,13.482,-1.584
133,1.33,2735.0133,4834.0133,13.482,13.482,13.482,-1.596
134,1.34,2735.0134,4834.0134,13.482,13.482,13.482,-1.608
135,1.35,2735.0135,4834.0135,13.482,13.482,13.482,-1.62
136,1.36,2735.0136,4834.0136,13.482,13.482,13.482,-1.632
137,1.37,2735.0137,4834.0137,13.482,13.482,13.482,-1.644
138,1.38,2735.0138,4834.0138,13.482,13.482,13.482,-1.656
139,1.39,2735.0139,4834.0139,13.481,13.481,13.481,-1.668
140,1.4,2735.014,4834.014,13.481,13.481,13.481,-1.68
141,1.41,2735.0141,4834.0141,13.481,13.481,13.481,-1.692
142,1.42,2735.0142,4834.0142,13.481,13.481,13.481,-1.704
143,1.43,2735.0143,4834.0143,13.481,13.481,13.481,-1.716
144,1.44,2735.0144,4834.0144,13.481,13.481,13.481,-1.728
145,1.45,2735.0145,4834.0145,13.481,13.481,13.481,-1.74
146,1.46,2735.0146,4834.0146,13.481,13.481,13.481,-1.752
147,1.47,2735.0147,4834.0147,13.48,13.48,13.48,-1.764
148,1.48,2735.0148,4834.0148,13.48,13.48,13.48,-1.776
149,1.49,2735.0149,4834.0149,13.48,13.48,13.48,-1.788
150,1.5,2735.015,4834.015,13.48,13.48,13.48,-1.8
151,1.51,2735.0151,4834.0151,13.48,13.48,13.48,-1.812
152,1.52,2735.0152,4834.0152,13.48,13.48,13.48,-1.824
153,1.53,2735.0153,4834.0153,13.48,13.48,13.48,-1.836
154,1.54,2735.0154,4834.0154,13.479,13.479,13.479,-1.848
155,1.55,2735.0155,4834.0155,13.479,13.479,13.479,-1.86
156,1.56,2735.0156,4834.0156,13.479,13.479,13.479,-1.872
157,1.57,2735.0157,4834.0157,13.479,13.479,13.479,-1.884
158,1.58,2735.0158,4834.0158,13.479,13.479,13.479,-1.896
159,1.59,2735.0159,4834.0159,13.479,13.479,13.479,-1.908
160,1.6,2735.016,4834.016,13.479,13.479,13.479,-1.92
161,1.61,2735.0161,4834.0161,13.479,13.479,13.479,-1.932
162,1.62,2735.0162,4834.0162,13.478,13.478,13.478,-1.944
163,1.63,2735.0163,4834.0163,13.478,13.478,13.478,-1.956
164,1.64,2735.0164,4834.0164,13.478,13.478,13.478,-1.968
165,1.65,2735.0165,4834.0165,13.478,13.478,13.478,-1.98
166,1.66,2735.0166,4834.0166,13.478,13.478,13.478,-1.992
167,1.67,2735.0167,4834.0167,13.478,13.478,13.478,-2.004
168,1.68,2735.0168,4834.0168,13.478,13.478,13.478,-2.016
169,1.69,2735.0169,4834.0169,13.477,13.477,13.477,-2.028
170,1.7,2735.017,4834.017,13.477,13.477,13.477,-2.04
171,1.71,2735.0171,4834.0171,13.477,13.477,13.477,-2.052
172,1.72,2735.0172,4834.0172,13.477,13.477,13.477,-2.064
173,1.73,2735.0173,4834.0173,13.477,13.477,13.477,-2.076
174,1.74,2735.0174,4834.0174,13.477,13.477,13.477,-2.088
175,1.75,2735.0175,4834.0175,13.477,13.477,13.477,-2.1
176,1.76,2735.0176,4834.0176,13.477,13.477,13.477,-2.112
177,1.77,2735.0177,4834.0177,13.476,13.476,13.476,-2.124
178,1.78,2735.0178,4834.0178,13.476,13.476,13.476,-2.136
