time,Latitude,longitude,Voltage1,Voltage2,Voltage3,heading,yaw,pitch,row
0,0.0,2735.0,4834.0,13.5,13.5,13.5
1,0.01,2735.0001,4834.0001,13.5,13.5,13.5
2,0.02,2735.0002,4834.0002,13.5,13.5,13.5
3,0.03,2735.0003,4834.0003,13.5,13.5,13.5
4,0.04,2735.0004,4834.0004,13.499,13.499,13.499
5,0.05,2735.0005,4834.0005,13.499,13.499,13.499
6,0.06,2735.0006,4834.0006,13.499,13.499,13.499
7,0.07,2735.0007,4834.0007,13.499,13.499,13.499
8,0.08,2735.0008,4834.0008,13.499,13.499,13.499
9,0.09,2735.0009,4834.0009,13.499,13.499,13.499
10,0.1,2735.001,4834.001,13.499,13.499,13.499
11,0.11,2735.0011,4834.0011,13.499,13.499,13.499
12,0.12,2735.0012,4834.0012,13.498,13.498,13.498
13,0.13,2735.0013,4834.0013,13.498,13.498,13.498
14,0.14,2735.0014,4834.0014,13.498,13.498,13.498
15,0.15,2735.0015,4834.0015,13.498,13.498,13.498
16,0.16,2735.0016,4834.0016,13.498,13.498,13.498
17,0.17,2735.0017,4834.0017,13.498,13.498,13.498
18,0.18,2735.0018,4834.0018,13.498,13.498,13.498
19,0.19,2735.0019,4834.0019,13.497,13.497,13.497
20,0.2,2735.002,4834.002,13.497,13.497,13.497
21,0.21,2735.0021,4834.0021,13.497,13.497,13.497
22,0.22,2735.0022,4834.0022,13.497,13.497,13.497
23,0.23,2735.0023,4834.0023,13.497,13.497,13.497
24,0.24,2735.0024,4834.0024,13.497,13.497,13.497
25,0.25,2735.0025,4834.0025,13.497,13.497,13.497
26,0.26,2735.0026,4834.0026,13.497,13.497,13.497
27,0.27,2735.0027,4834.0027,13.496,13.496,13.496
28,0.28,2735.0028,4834.0028,13.496,13.496,13.496
29,0.29,2735.0029,4834.0029,13.496,13.496,13.496
30,0.3,2735.003,4834.003,13.496,13.496,13.496
31,0.31,2735.0031,4834.0031,13.496,13.496,13.496
32,0.32,2735.0032,4834.0032,13.496,13.496,13.496
33,0.33,2735.0033,4834.0033,13.496,13.496,13.496
34,0.34,2735.0034,4834.0034,13.495,13.495,13.495
35,0.35,2735.0035,4834.0035,13.495,13.495,13.495
36,0.36,2735.0036,4834.0036,13.495,13.495,13.495
37,0.37,2735.0037,4834.0037,13.495,13.495,13.495
38,0.38,2735.0038,4834.0038,13.495,13.495,13.495
39,0.39,2735.0039,4834.0039,13.495,13.495,13.495
40,0.4,2735.004,4834.004,13.495,13.495,13.495
41,0.41,2735.0041,4834.0041,13.495,13.495,13.495
42,0.42,2735.0042,4834.0042,13.494,13.494,13.494
43,0.43,2735.0043,4834.0043,13.494,13.494,13.494
44,0.44,2735.0044,4834.0044,13.494,13.494,13.494
45,0.45,2735.0045,4834.0045,13.494,13.494,13.494
46,0.46,2735.0046,4834.0046,13.494,13.494,13.494
47,0.47,2735.0047,4834.0047,13.494,13.494,13.494
48,0.48,2735.0048,4834.0048,13.494,13.494,13.494
49,0.49,2735.0049,4834.0049,13.493,13.493,13.493
50,0.5,2735.005,4834.005,13.493,13.493,13.493
51,0.51,2735.0051,4834.0051,13.493,13.493,13.493
52,0.52,2735.0052,4834.0052,13.493,13.493,13.493
53,0.53,2735.0053,4834.0053,13.493,13.493,13.493
54,0.54,2735.0054,4834.0054,13.493,13.493,13.493
55,0.55,2735.0055,4834.0055,13.493,13.493,13.493
56,0.56,2735.0056,4834.0056,13.493,13.493,13.493
57,0.57,2735.0057,4834.0057,13.492,13.492,13.492
58,0.58,2735.0058,4834.0058,13.492,13.492,13.492
59,0.59,2735.0059,4834.0059,13.492,13.492,13.492
60,0.6,2735.006,4834.006,13.492,13.492,13.492
61,0.61,2735.0061,4834.0061,13.492,13.492,13.492
62,0.62,2735.0062,4834.0062,13.492,13.492,13.492
63,0.63,2735.0063,4834.0063,13.492,13.492,13.492
64,0.64,2735.0064,4834.0064,13.491,13.491,13.491
65,0.65,2735.0065,4834.0065,13.491,13.491,13.491
66,0.66,2735.0066,4834.0066,13.491,13.491,13.491
67,0.67,2735.0067,4834.0067,13.491,13.491,13.491
68,0.68,2735.0068,4834.0068,13.491,13.491,13.491
69,0.69,2735.0069,4834.0069,13.491,13.491,13.491
70,0.7,2735.007,4834.007,13.491,13.491,13.491
71,0.71,2735.0071,4834.0071,13.491,13.491,13.491
72,0.72,2735.0072,4834.0072,13.49,13.49,13.49
73,0.73,2735.0073,4834.0073,13.49,13.49,13.49
74,0.74,2735.0074,4834.0074,13.49,13.49,13.49
75,0.75,2735.0075,4834.0075,13.49,13.49,13.49
76,0.76,2735.0076,4834.0076,13.49,13.49,13.49
77,0.77,2735.0077,4834.0077,13.49,13.49,13.49
78,0.78,2735.0078,4834.0078,13.49,13.49,13.49
79,0.79,2735.0079,4834.0079,13.489,13.489,13.489
80,0.8,2735.008,4834.008,13.489,13.489,13.489
81,0.81,2735.0081,4834.0081,13.489,13.489,13.489
82,0.82,2735.0082,4834.0082,13.489,13.489,13.489
83,0.83,2735.0083,4834.0083,13.489,13.489,13.489
84,0.84,2735.0084,4834.0084,13.489,13.489,13.489
85,0.85,2735.0085,4834.0085,13.489,13.489,13.489
86,0.86,2735.0086,4834.0086,13.489,13.489,13.489
87,0.87,2735.0087,4834.0087,13.488,13.488,13.488
88,0.88,2735.0088,4834.0088,13.488,13.488,13.488
89,0.89,2735.0089,4834.0089,13.488,13.488,13.488
90,0.9,2735.009,4834.009,13.488,13.488,13.488
91,0.91,2735.0091,4834.0091,13.488,13.488,13.488
92,0.92,2735.0092,4834.0092,13.488,13.488,13.488
93,0.93,2735.0093,4834.0093,13.488,13.488,13.488
94,0.94,2735.0094,4834.0094,13.487,13.487,13.487
95,0.95,2735.0095,4834.0095,13.487,13.487,13.487
96,0.96,2735.0096,4834.0096,13.487,13.487,13.487
97,0.97,2735.0097,4834.0097,13.487,13.487,13.487
98,0.98,2735.0098,4834.0098,13.487,13.487,13.487
99,0.99,2735.0099,4834.0099,13.487,13.487,13.487
100,1.0,2735.01,4834.01,13.487,13.487,13.487
101,1.01,2735.0101,4834.0101,13.487,13.487,13.487
102,1.02,2735.0102,4834.0102,13.486,13.486,13.486
103,1.03,2735.0103,4834.0103,13.486,13.486,13.486
104,1.04,2735.0104,4834.0104,13.486,13.486,13.486
105,1.05,2735.0105,4834.0105,13.486,13.486,13.486
106,1.06,2735.0106,4834.0106,13.486,13.486,13.486
107,1.07,2735.0107,4834.0107,13.486,13.486,13.486
108,1.08,2735.0108,4834.0108,13.486,13.486,13.486
109,1.09,2735.0109,4834.0109,13.485,13.485,13.485
110,1.1,2735.011,4834.011,13.485,13.485,13.485
111,1.11,2735.0111,4834.0111,13.485,13.485,13.485
112,1.12,2735.0112,4834.0112,13.485,13.485,13.485
113,1.13,2735.0113,4834.0113,13.485,13.485,13.485
114,1.14,2735.0114,4834.0114,13.485,13.485,13.485
115,1.15,2735.0115,4834.0115,13.485,13.485,13.485
116,1.16,2735.0116,4834.0116,13.485,13.485,13.485
117,1.17,2735.0117,4834.0117,13.484,13.484,13.484
118,1.18,2735.0118,4834.0118,13.484,13.484,13.484
119,1.19,2735.0119,4834.0119,13.484,13.484,13.484
120,1.2,2735.012,4834.012,13.484,13.484,13.484
121,1.21,2735.0121,4834.0121,13.484,13.484,13.484
122,1.22,2735.0122,4834.0122,13.484,13.484,13.484
123,1.23,2735.0123,4834.0123,13.484,13.484,13.484
124,1.24,2735.0124,4834.0124,13.483,13.483,13.483
125,1.25,2735.0125,4834.0125,13.483,13.483,13.483
126,1.26,2735.0126,4834.0126,13.483,13.483,13.483
127,1.27,2735.0127,4834.0127,13.483,13.483,13.483
128,1.28,2735.0128,4834.0128,13.483,13.483,13.483
129,1.29,2735.0129,4834.0129,13.483,13.483,13.483
130,1.3,2735.013,4834.013,13.483,13.483,13.483
131,1.31,2735.0131,4834.0131,13.483,13.483,13.483
132,1.32,2735.0132,4834.0132,13.482,13.482,13.482
133,1.33,2735.0133,4834.0133,13.482,13.482,13.482
134,1.34,2735.0134,4834.0134,13.482,13.482,13.482
135,1.35,2735.0135,4834.0135,13.482,13.482,13.482
136,1.36,2735.0136,4834.0136,13.482,13.482,13.482
137,1.37,2735.0137,4834.0137,13.482,13.482,13.482
138,1.38,2735.0138,4834.0138,13.482,13.482,13.482
139,1.39,2735.0139,4834.0139,13.481,13.481,13.481
140,1.4,2735.014,4834.014,13.481,13.481,13.481
141,1.41,2735.0141,4834.0141,13.481,13.481,13.481
142,1.42,2735.0142,4834.0142,13.481,13.481,13.481
143,1.43,2735.0143,4834.0143,13.481,13.481,13.481
144,1.44,2735.0144,4834.0144,13.481,13.481,13.481
145,1.45,2735.0145,4834.0145,13.481,13.481,13.481
146,1.46,2735.0146,4834.0146,13.481,13.481,13.481
147,1.47,2735.0147,4834.0147,13.48,13.48,13.48
148,1.48,2735.0148,4834.0148,13.48,13.48,13.48
149,1.49,2735.0149,4834.0149,13.48,13.48,13.48
150,1.5,2735.015,4834.015,13.48,13.48,13.48
151,1.51,2735.0151,4834.0151,13.48,13.48,13.48
152,1.52,2735.0152,4834.0152,13.48,13.48,13.48
153,1.53,2735.0153,4834.0153,13.48,13.48,13.48
154,1.54,2735.0154,4834.0154,13.479,13.479,13.479
155,1.55,2735.0155,4834.0155,13.479,13.479,13.479
156,1.56,2735.0156,4834.0156,13.479,13.479,13.479
157,1.57,2735.0157,4834.0157,13.479,13.479,13.479
158,1.58,2735.0158,4834.0158,13.479,13.479,13.479
159,1.59,2735.0159,4834.0159,13.479,13.479,13.479
160,1.6,2735.016,4834.016,13.479,13.479,13.479
161,1.61,2735.0161,4834.0161,13.479,13.479,13.479
162,1.62,2735.0162,4834.0162,13.478,13.478,13.478
163,1.63,2735.0163,4834.0163,13.478,13.478,13.478
164,1.64,2735.0164,4834.0164,13.478,13.478,13.478
165,1.65,2735.0165,4834.0165,13.478,13.478,13.478
166,1.66,2735.0166,4834.0166,13.478,13.478,13.478
167,1.67,2735.0167,4834.0167,13.478,13.478,13.478
168,1.68,2735.0168,4834.0168,13.478,13.478,13.478
169,1.69,2735.0169,4834.0169,13.477,13.477,13.477
170,1.7,2735.017,4834.017,13.477,13.477,13.477
171,1.71,2735.0171,4834.0171,13.477,13.477,13.477
172,1.72,2735.0172,4834.0172,13.477,13.477,13.477
173,1.73,2735.0173,4834.0173,13.477,13.477,13.477
174,1.74,2735.0174,4834.0174,13.477,13.477,13.477
175,1.75,2735.0175,4834.0175,13.477,13.477,13.477
176,1.76,2735.0176,4834.0176,13.477,13.477,13.477
177,1.77,2735.0177,4834.0177,13.476,13.476,13.476
178,1.78,2735.0178,4834.0178,13.476,13.476,13.476
179,1.79,2735.0179,4834.0179,13.476,13.476,13.476
180,1.8,2735.018,4834.018,13.476,13.476,13.476
181,1.81,2735.0181,4834.0181,13.476,13.476,13.476
182,1.82,2735.0182,4834.0182,13.476,13.476,13.476
183,1.83,2735.0183,4834.0183,13.476,13.476,13.476
184,1.84,2735.0184,4834.0184,13.475,13.475,13.475
185,1.85,2735.0185,4834.0185,13.475,13.475,13.475
186,1.86,2735.0186,4834.0186,13.475,13.475,13.475
187,1.87,2735.0187,4834.0187,13.475,13.475,13.475
188,1.88,2735.0188,4834.0188,13.475,13.475,13.475
189,1.89,2735.0189,4834.0189,13.475,13.475,13.475
190,1.9,2735.019,4834.019,13.475,13.475,13.475
191,1.91,2735.0191,4834.0191,13.475,13.475,13.475
192,1.92,2735.0192,4834.0192,13.474,13.474,13.474
193,1.93,2735.0193,4834.0193,13.474,13.474,13.474
194,1.94,2735.0194,4834.0194,13.474,13.474,13.474
195,1.95,2735.0195,4834.0195,13.474,13.474,13.474
196,1.96,2735.0196,4834.0196,13.474,13.474,13.474
197,1.97,2735.0197,4834.0197,13.474,13.474,13.474
198,1.98,2735.0198,4834.0198,13.474,13.474,13.474
199,1.99,2735.0199,4834.0199,13.473,13.473,13.473
200,2.0,2735.02,4834.02,13.473,13.473,13.473
201,2.01,2735.0201,4834.0201,13.473,13.473,13.473
202,2.02,2735.0202,4834.0202,13.473,13.473,13.473
203,2.03,2735.0203,4834.0203,13.473,13.473,13.473
204,2.04,2735.0204,4834.0204,13.473,13.473,13.473
205,2.05,2735.0205,4834.0205,13.473,13.473,13.473
206,2.06,2735.0206,4834.0206,13.473,13.473,13.473
207,2.07,2735.0207,4834.0207,13.472,13.472,13.472
208,2.08,2735.0208,4834.0208,13.472,13.472,13.472
209,2.09,2735.0209,4834.0209,13.472,13.472,13.472
210,2.1,2735.021,4834.021,13.472,13.472,13.472
211,2.11,2735.0211,4834.0211,13.472,13.472,13.472
212,2.12,2735.0212,4834.0212,13.472,13.472,13.472
213,2.13,2735.0213,4834.0213,13.472,13.472,13.472
214,2.14,2735.0214,4834.0214,13.471,13.471,13.471
215,2.15,2735.0215,4834.0215,13.471,13.471,13.471
216,2.16,2735.0216,4834.0216,13.471,13.471,13.471
217,2.17,2735.0217,4834.0217,13.471,13.471,13.471
218,2.18,2735.0218,4834.0218,13.471,13.471,13.471
219,2.19,2735.0219,4834.0219,13.471,13.471,13.471
220,2.2,2735.022,4834.022,13.471,13.471,13.471
221,2.21,2735.0221,4834.0221,13.471,13.471,13.471
222,2.22,2735.0222,4834.0222,13.47,13.47,13.47
223,2.23,2735.0223,4834.0223,13.47,13.47,13.47
224,2.24,2735.0224,4834.0224,13.47,13.47,13.47
225,2.25,2735.0225,4834.0225,13.47,13.47,13.47
226,2.26,2735.0226,4834.0226,13.47,13.47,13.47
227,2.27,2735.0227,4834.0227,13.47,13.47,13.47
228,2.28,2735.0228,4834.0228,13.47,13.47,13.47
229,2.29,2735.0229,4834.0229,13.469,13.469,13.469
230,2.3,2735.023,4834.023,13.469,13.469,13.469
231,2.31,2735.0231,4834.0231,13.469,13.469,13.469
232,2.32,2735.0232,4834.0232,13.469,13.469,13.469
233,2.33,2735.0233,4834.0233,13.469,13.469,13.469
234,2.34,2735.0234,4834.0234,13.469,13.469,13.469
235,2.35,2735.0235,4834.0235,13.469,13.469,13.469
236,2.36,2735.0236,4834.0236,13.469,13.469,13.469
237,2.37,2735.0237,4834.0237,13.468,13.468,13.468
238,2.38,2735.0238,4834.0238,13.468,13.468,13.468
239,2.39,2735.0239,4834.0239,13.468,13.468,13.468
240,2.4,2735.024,4834.024,13.468,13.468,13.468
241,2.41,2735.0241,4834.0241,13.468,13.468,13.468
242,2.42,2735.0242,4834.0242,13.468,13.468,13.468
243,2.43,2735.0243,4834.0243,13.468,13.468,13.468
244,2.44,2735.0244,4834.0244,13.467,13.467,13.467
245,2.45,2735.0245,4834.0245,13.467,13.467,13.467
246,2.46,2735.0246,4834.0246,13.467,13.467,13.467
247,2.47,2735.0247,4834.0247,13.467,13.467,13.467
248,2.48,2735.0248,4834.0248,13.467,13.467,13.467
249,2.49,2735.0249,4834.0249,13.467,13.467,13.467
250,2.5,2735.025,4834.025,13.467,13.467,13.467
251,2.51,2735.0251,4834.0251,13.467,13.467,13.467
252,2.52,2735.0252,4834.0252,13.466,13.466,13.466
253,2.53,2735.0253,4834.0253,13.466,13.466,13.466
254,2.54,2735.0254,4834.0254,13.466,13.466,13.466
255,2.55,2735.0255,4834.0255,13.466,13.466,13.466
256,2.56,2735.0256,4834.0256,13.466,13.466,13.466
257,2.57,2735.0257,4834.0257,13.466,13.466,13.466
258,2.58,2735.0258,4834.0258,13.466,13.466,13.466
259,2.59,2735.0259,4834.0259,13.465,13.465,13.465
260,2.6,2735.026,4834.026,13.465,13.465,13.465
261,2.61,2735.0261,4834.0261,13.465,13.465,13.465
262,2.62,2735.0262,4834.0262,13.465,13.465,13.465
263,2.63,2735.0263,4834.0263,13.465,13.465,13.465
264,2.64,2735.0264,4834.0264,13.465,13.465,13.465
265,2.65,2735.0265,4834.0265,13.465,13.465,13.465
266,2.66,2735.0266,4834.0266,13.465,13.465,13.465
267,2.67,2735.0267,4834.0267,13.464,13.464,13.464
268,2.68,2735.0268,4834.0268,13.464,13.464,13.464
269,2.69,2735.0269,4834.0269,13.464,13.464,13.464
270,2.7,2735.027,4834.027,13.464,13.464,13.464
271,2.71,2735.0271,4834.0271,13.464,13.464,13.464
272,2.72,2735.0272,4834.0272,13.464,13.464,13.464
273,2.73,2735.0273,4834.0273,13.464,13.464,13.464
274,2.74,2735.0274,4834.0274,13.463,13.463,13.463
275,2.75,2735.0275,4834.0275,13.463,13.463,13.463
276,2.76,2735.0276,4834.0276,13.463,13.463,13.463
277,2.77,2735.0277,4834.0277,13.463,13.463,13.463
278,2.78,2735.0278,4834.0278,13.463,13.463,13.463
279,2.79,2735.0279,4834.0279,13.463,13.463,13.463
280,2.8,2735.028,4834.028,13.463,13.463,13.463
281,2.81,2735.0281,4834.0281,13.463,13.463,13.463
282,2.82,2735.0282,4834.0282,13.462,13.462,13.462
283,2.83,2735.0283,4834.0283,13.462,13.462,13.462
284,2.84,2735.0284,4834.0284,13.462,13.462,13.462
285,2.85,2735.0285,4834.0285,13.462,13.462,13.462
286,2.86,2735.0286,4834.0286,13.462,13.462,13.462
287,2.87,2735.0287,4834.0287,13.462,13.462,13.462
288,2.88,2735.0288,4834.0288,13.462,13.462,13.462
289,2.89,2735.0289,4834.0289,13.461,13.461,13.461
290,2.9,2735.029,4834.029,13.461,13.461,13.461
291,2.91,2735.0291,4834.0291,13.461,13.461,13.461
292,2.92,2735.0292,4834.0292,13.461,13.461,13.461
293,2.93,2735.0293,4834.0293,13.461,13.461,13.461
294,2.94,2735.0294,4834.0294,13.461,13.461,13.461
295,2.95,2735.0295,4834.0295,13.461,13.461,13.461
296,2.96,2735.0296,4834.0296,13.461,13.461,13.461
297,2.97,2735.0297,4834.0297,13.46,13.46,13.46
298,2.98,2735.0298,4834.0298,13.46,13.46,13.46
299,2.99,2735.0299,4834.0299,13.46,13.46,13.46
300,3.0,2735.03,4834.03,13.46,13.46,13.46
301,3.01,2735.0301,4834.0301,13.46,13.46,13.46
302,3.02,2735.0302,4834.0302,13.46,13.46,13.46
303,3.03,2735.0303,4834.0303,13.46,13.46,13.46
304,3.04,2735.0304,4834.0304,13.459,13.459,13.459
305,3.05,2735.0305,4834.0305,13.459,13.459,13.459
306,3.06,2735.0306,4834.0306,13.459,13.459,13.459
307,3.07,2735.0307,4834.0307,13.459,13.459,13.459
308,3.08,2735.0308,4834.0308,13.459,13.459,13.459
309,3.09,2735.0309,4834.0309,13.459,13.459,13.459
310,3.1,2735.031,4834.031,13.459,13.459,13.459
311,3.11,2735.0311,4834.0311,13.459,13.459,13.459
312,3.12,2735.0312,4834.0312,13.458,13.458,13.458
313,3.13,2735.0313,4834.0313,13.458,13.458,13.458
314,3.14,2735.0314,4834.0314,13.458,13.458,13.458
315,3.15,2735.0315,4834.0315,13.458,13.458,13.458
316,3.16,2735.0316,4834.0316,13.458,13.458,13.458
317,3.17,2735.0317,4834.0317,13.458,13.458,13.458
318,3.18,2735.0318,4834.0318,13.458,13.458,13.458
319,3.19,2735.0319,4834.0319,13.457,13.457,13.457
320,3.2,2735.032,4834.032,13.457,13.457,13.457
321,3.21,2735.0321,4834.0321,13.457,13.457,13.457
322,3.22,2735.0322,4834.0322,13.457,13.457,13.457
323,3.23,2735.0323,4834.0323,13.457,13.457,13.457
324,3.24,2735.0324,4834.0324,13.457,13.457,13.457
325,3.25,2735.0325,4834.0325,13.457,13.457,13.457
326,3.26,2735.0326,4834.0326,13.457,13.457,13.457
327,3.27,2735.0327,4834.0327,13.456,13.456,13.456
328,3.28,2735.0328,4834.0328,13.456,13.456,13.456
329,3.29,2735.0329,4834.0329,13.456,13.456,13.456
330,3.3,2735.033,4834.033,13.456,13.456,13.456
331,3.31,2735.0331,4834.0331,13.456,13.456,13.456
332,3.32,2735.0332,4834.0332,13.456,13.456,13.456
333,3.33,2735.0333,4834.0333,13.456,13.456,13.456
334,3.34,2735.0334,4834.0334,13.455,13.455,13.455
335,3.35,2735.0335,4834.0335,13.455,13.455,13.455
336,3.36,2735.0336,4834.0336,13.455,13.455,13.455
337,3.37,2735.0337,4834.0337,13.455,13.455,13.455
338,3.38,2735.0338,4834.0338,13.455,13.455,13.455
339,3.39,2735.0339,4834.0339,13.455,13.455,13.455
340,3.4,2735.034,4834.034,13.455,13.455,13.455
341,3.41,2735.0341,4834.0341,13.455,13.455,13.455
342,3.42,2735.0342,4834.0342,13.454,13.454,13.454
343,3.43,2735.0343,4834.0343,13.454,13.454,13.454
344,3.44,2735.0344,4834.0344,13.454,13.454,13.454
345,3.45,2735.0345,4834.0345,13.454,13.454,13.454
346,3.46,2735.0346,4834.0346,13.454,13.454,13.454
347,3.47,2735.0347,4834.0347,13.454,13.454,13.454
348,3.48,2735.0348,4834.0348,13.454,13.454,13.454
